,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,Target
45230,1,0,3.6,212,10,6,15,400.0,0
45231,1,0,4.0,631,42,8,66,450.0,1
45232,0,0,3.2,6,4,6,43,100.0,0
45234,1,0,3.8,79,14,6,43,300.0,1
45235,1,1,3.3,60,39,6,66,400.0,0
45236,1,0,3.6,11,42,7,66,500.0,0
45237,0,0,4.3,1796,34,2,1,800.0,1
45239,1,0,3.6,44,40,6,59,100.0,0
45240,1,0,4.3,152,40,2,66,650.0,1
45241,0,0,3.7,45,42,2,66,900.0,0
45244,1,0,4.0,661,9,6,66,600.0,1
45245,1,1,4.4,3727,27,8,66,1.3,1
45247,1,1,3.8,197,39,2,66,800.0,1
45250,1,0,4.0,180,40,2,66,750.0,1
45252,1,0,4.6,2521,27,2,66,1.6,1
45254,1,0,3.3,11,28,4,66,450.0,0
45255,1,0,3.0,41,16,4,66,400.0,0
45263,1,1,4.2,4752,8,2,66,1.5,1
45265,1,0,3.6,20,28,6,59,200.0,0
45266,1,1,4.6,4841,10,8,66,1.3,1
45267,0,0,3.8,62,39,2,63,400.0,1
45271,1,1,4.1,637,10,2,66,1.1,1
45273,1,1,4.5,1648,10,2,66,1.3,1
45274,1,0,3.9,272,28,8,32,250.0,1
45276,1,0,3.8,266,35,2,24,850.0,1
45283,1,0,2.9,111,37,2,66,500.0,0
45286,1,1,4.5,1431,8,3,21,1.7,1
45288,1,1,4.2,2747,28,1,66,1.2,1
45290,1,1,4.3,2053,28,2,66,1.5,1
45294,1,1,4.2,415,6,8,66,1.6,1
45295,1,0,4.2,182,9,2,66,800.0,1
45297,0,0,4.3,583,40,1,66,700.0,1
45298,1,1,4.5,1142,8,3,66,1.2,1
45299,1,0,3.4,60,14,6,38,300.0,0
45300,0,0,2.5,22,40,2,21,1.0,0
45306,1,0,4.5,222,6,8,29,450.0,1
45307,1,0,3.6,12,6,8,66,400.0,0
45308,1,0,2.6,313,37,2,66,700.0,0
45309,1,0,3.5,11,42,6,31,200.0,0
45310,1,0,4.4,1115,27,8,66,600.0,1
45311,1,0,3.7,33,40,6,45,300.0,0
45314,1,0,3.8,26,42,4,4,500.0,1
45315,1,0,4.3,131,6,2,66,700.0,1
45319,1,0,3.1,23,4,6,63,250.0,0
45320,0,1,4.0,1025,6,2,66,700.0,1
45321,1,0,4.2,402,10,2,66,600.0,1
45322,1,0,3.4,27,26,6,21,300.0,0
45323,1,0,3.9,104,6,8,42,400.0,1
45326,0,0,4.3,1195,34,2,21,550.0,1
45327,1,0,3.9,150,14,5,37,500.0,1
45328,0,0,3.6,44,6,8,43,300.0,0
45330,1,0,3.5,59,37,6,31,300.0,0
45331,1,0,3.9,458,34,6,66,400.0,1
45333,1,0,4.0,363,34,2,66,1.0,1
45335,1,0,4.2,444,40,8,66,700.0,1
45337,1,0,3.4,64,8,6,11,400.0,0
45338,1,0,4.2,1773,39,2,66,750.0,1
45340,0,0,4.4,1916,34,5,66,400.0,1
45343,1,1,4.2,2859,34,8,66,800.0,1
45344,1,1,4.3,512,27,3,22,1.3,1
45346,1,0,4.0,787,8,2,0,650.0,1
45347,1,0,3.9,37,6,6,66,600.0,1
45348,1,0,4.2,123,39,5,30,400.0,1
45351,1,0,4.3,7584,8,8,66,1.5,1
45352,1,0,4.1,80,9,8,66,350.0,1
45356,1,1,4.2,864,10,8,66,1.0,1
45357,1,1,4.1,866,34,2,66,1.4,1
45360,1,0,3.9,218,6,2,66,800.0,1
45363,1,0,4.0,1106,40,2,66,1.3,1
45364,1,0,2.9,18,8,6,44,600.0,0
45365,1,0,4.3,1384,14,2,66,700.0,1
45367,1,0,3.3,10,42,8,66,200.0,0
45368,1,1,4.1,463,8,2,43,600.0,1
45369,1,0,3.7,51,9,6,9,250.0,0
45374,1,0,3.9,367,34,2,66,800.0,1
45376,1,0,2.8,26,42,1,20,900.0,0
45377,0,0,3.2,5,35,4,43,350.0,0
45381,1,1,4.2,63,28,1,66,800.0,1
45382,1,1,3.9,1377,28,8,43,2.1,1
45385,1,0,4.0,872,27,6,66,400.0,1
45388,1,0,3.9,62,37,8,66,150.0,1
45389,1,1,4.2,2938,8,2,66,1.0,1
45390,1,1,4.4,2245,27,8,66,3.0,1
45393,1,1,4.5,1258,39,3,66,1.7,1
45395,1,0,3.8,33,40,6,66,200.0,1
45401,1,1,3.9,94,6,3,66,1.3,1
45403,0,0,4.3,1749,8,8,66,1.3,1
45404,1,0,3.9,207,39,2,48,650.0,1
45405,1,0,3.0,8,6,6,31,500.0,0
45409,1,0,4.1,48,8,5,30,300.0,1
45410,0,0,3.9,256,14,2,66,700.0,1
45411,0,0,4.1,803,34,2,66,800.0,1
45416,0,0,2.8,56,42,6,66,400.0,0
45417,1,0,3.4,207,10,2,66,600.0,0
45418,0,0,4.0,124,8,8,8,500.0,1
45419,1,1,4.2,2290,39,3,66,1.4,1
45421,1,0,4.0,186,9,6,34,400.0,1
45426,1,0,3.7,54,14,5,30,300.0,0
45428,1,0,3.7,84,37,2,45,500.0,0
45429,1,0,3.9,171,14,6,66,600.0,1
45437,1,0,4.1,241,4,6,65,200.0,1
45439,1,0,4.0,57,6,2,66,1.5,1
45440,1,0,4.2,745,10,1,66,750.0,1
45442,1,0,4.3,335,8,2,52,800.0,1
45443,1,0,3.6,28,14,6,61,200.0,0
45444,1,0,4.1,67,28,5,27,900.0,1
45446,1,0,4.1,119,35,1,66,700.0,1
45447,1,1,4.1,2180,6,8,66,2.0,1
45448,1,1,4.4,1854,27,2,66,1.5,1
45449,1,0,4.1,1136,6,2,66,1.5,1
45451,1,0,4.1,488,8,1,66,700.0,1
45452,0,1,4.1,105,34,8,66,1.0,1
45458,1,0,3.4,7,14,6,66,200.0,0
45461,1,1,4.2,986,40,3,66,1.0,1
45462,1,1,4.0,940,8,3,66,1.0,1
45466,1,0,3.2,5,38,8,17,400.0,0
45467,1,0,3.8,12,28,0,3,400.0,1
45471,1,1,4.2,82,6,2,66,700.0,1
45472,1,1,4.4,502,39,8,66,1.9,1
45476,1,1,3.9,1943,28,2,66,2.1,1
45477,1,0,3.9,40,6,8,66,400.0,1
45482,1,0,3.4,8,40,6,66,500.0,0
45483,0,0,4.1,405,10,2,66,750.0,1
45485,1,1,4.2,861,8,2,66,1.4,1
45493,1,0,3.8,82,34,5,29,350.0,1
45496,1,0,4.1,34,10,5,66,300.0,1
45497,1,0,3.8,48,26,8,6,300.0,1
45499,1,0,4.1,1222,6,8,66,2.0,1
45502,1,0,4.2,121,28,8,17,500.0,1
45504,1,1,4.1,774,40,3,66,1.2,1
45505,1,1,4.3,972,8,1,66,750.0,1
45506,1,0,3.8,263,28,1,16,700.0,1
45509,1,0,3.6,34,14,6,52,700.0,0
45514,1,1,4.5,875,28,2,66,1.8,1
45518,1,0,4.0,26,4,6,59,100.0,1
45519,1,0,3.9,189,26,6,21,200.0,1
45522,1,0,3.4,4,6,6,8,400.0,0
45525,1,0,3.6,123,34,1,66,600.0,0
45528,1,0,3.1,29,6,8,66,250.0,0
45551,0,0,4.0,210,34,2,22,500.0,1
45562,1,0,4.4,232,28,6,66,700.0,1
45563,1,0,3.9,466,40,8,66,800.0,1
45572,1,0,3.2,7,1,6,66,200.0,0
45574,1,1,4.4,725,35,2,66,1.0,1
45579,1,0,4.0,1114,22,4,46,500.0,1
45583,0,1,4.3,2741,6,8,66,1.3,1
45586,1,0,3.7,111,38,2,66,700.0,0
45592,0,0,3.7,163,39,6,9,300.0,0
45607,1,1,4.3,3498,27,8,66,1.7,1
45612,0,1,4.4,2055,27,3,66,1.2,1
45617,0,0,4.1,1546,27,8,66,1.2,1
45622,0,0,3.8,36,42,2,63,500.0,1
45623,1,1,4.3,1055,27,2,66,1.6,1
45626,0,0,4.2,1364,35,2,13,700.0,1
45627,0,1,4.1,1343,27,3,66,2.1,1
45628,1,1,4.2,525,37,2,66,800.0,1
45629,0,0,4.5,3599,39,1,66,900.0,1
45630,1,1,4.4,726,28,8,66,1.7,1
45631,0,1,4.3,537,37,2,66,1.4,1
45632,0,0,4.1,493,42,2,62,600.0,1
45633,0,0,4.2,366,35,6,44,400.0,1
45634,0,0,4.3,167,40,1,66,750.0,1
45635,0,0,3.9,85,8,6,21,500.0,1
45636,0,0,4.3,797,8,8,66,900.0,1
45637,0,0,4.0,1469,28,8,66,450.0,1
45642,0,0,3.9,57,9,7,4,1.2,1
45646,0,0,3.1,23,37,2,61,450.0,0
45648,0,0,3.8,33,10,6,60,400.0,1
45656,0,0,3.4,14,35,0,5,200.0,0
45659,1,0,3.2,34,37,2,66,550.0,0
45666,1,0,3.7,35,42,8,66,300.0,0
45673,0,0,3.9,32,6,8,66,300.0,1
45696,0,1,3.6,279,39,3,66,800.0,0
45723,0,0,3.1,11,9,2,43,450.0,0
45736,0,0,3.8,33,37,4,4,350.0,1
45757,1,0,3.1,5,9,6,66,300.0,0
45761,1,0,3.8,159,42,2,66,1.3,1
45763,0,0,3.4,9,42,8,42,100.0,0
45791,1,1,4.0,189,38,3,66,1.3,1
45792,0,0,3.9,436,14,2,66,550.0,1
45793,1,1,4.2,2859,34,8,66,800.0,1
45794,0,1,4.3,497,34,8,66,2.0,1
45795,0,0,4.4,1916,34,5,66,400.0,1
45798,1,0,4.4,638,34,5,37,400.0,1
45803,0,0,3.2,6,34,5,66,200.0,0
45805,1,0,3.8,113,34,5,28,500.0,1
45806,1,0,3.8,82,34,5,29,350.0,1
45807,0,0,3.9,51,34,5,3,600.0,1
45808,1,1,4.2,525,37,2,66,800.0,1
45809,0,1,4.1,1750,8,1,66,1.0,1
45810,1,0,4.4,1115,27,8,66,600.0,1
45815,1,1,4.2,63,28,1,66,800.0,1
45816,1,0,4.1,48,8,5,30,300.0,1
45817,1,0,4.1,119,35,1,66,700.0,1
45818,0,0,4.0,1469,28,8,66,450.0,1
45821,0,0,4.0,30,6,1,16,450.0,1
45823,1,0,4.2,121,28,8,17,500.0,1
45825,0,0,3.6,55,35,8,5,300.0,0
45826,1,0,4.2,123,39,5,30,400.0,1
45836,0,0,3.4,14,35,0,5,200.0,0
45839,1,0,4.1,67,28,5,27,900.0,1
45840,1,0,3.9,62,37,8,66,150.0,1
45845,0,0,3.3,5,37,0,66,250.0,0
45848,0,0,4.0,124,8,8,8,500.0,1
45859,1,0,3.7,18,6,8,66,200.0,0
45879,1,0,4.0,94,6,5,30,300.0,1
45881,1,1,4.6,4841,10,8,66,1.3,1
45882,1,0,4.3,658,10,8,19,750.0,1
45883,0,0,4.0,38,42,8,66,1.1,1
45886,1,0,4.2,444,40,8,66,700.0,1
45887,1,0,4.1,80,9,8,66,350.0,1
45889,0,0,4.0,187,9,6,66,400.0,1
45893,0,0,3.9,37,9,8,42,150.0,1
45896,0,0,3.6,38,38,6,66,250.0,0
45897,1,0,4.1,34,10,5,66,300.0,1
45901,0,0,3.4,9,42,8,42,100.0,0
45904,1,0,3.2,5,38,8,17,400.0,0
45920,0,1,4.3,497,34,8,66,2.0,1
45921,0,0,4.6,4119,34,8,66,1.5,1
45922,0,0,4.3,1817,34,2,1,800.0,1
45923,0,1,4.5,682,34,8,66,3.5,1
45924,0,1,4.3,2246,34,8,66,1.7,1
45925,1,1,4.2,2872,34,8,66,800.0,1
45926,0,1,4.3,678,34,2,66,2.0,1
45928,0,1,4.4,229,34,8,66,1.2,1
45929,1,1,4.1,866,34,2,66,1.4,1
45930,0,0,4.3,1195,34,2,21,550.0,1
45932,0,0,4.1,1015,34,2,66,500.0,1
45933,0,0,4.3,79,34,1,66,400.0,1
45935,0,1,4.1,105,34,8,66,1.0,1
45936,0,0,4.1,803,34,2,66,800.0,1
45938,0,0,4.0,519,34,8,48,1.0,1
45940,0,1,4.3,432,34,8,21,3.5,1
45942,1,0,3.9,367,34,2,66,800.0,1
45946,0,0,4.1,29,34,2,6,2.0,1
45947,0,1,4.0,94,34,8,35,2.0,1
45948,0,0,3.6,46,34,8,35,1.7,0
45949,1,0,3.6,123,34,1,66,600.0,0
45950,0,1,3.9,107,34,2,43,1.9,1
45952,1,0,4.0,135,34,8,32,250.0,1
45954,0,0,4.0,210,34,2,22,500.0,1
45961,0,0,3.0,12,34,1,20,900.0,0
45965,1,0,4.0,67,34,6,66,300.0,1
45971,1,0,3.9,458,34,6,66,400.0,1
45972,1,0,3.9,253,34,6,66,500.0,1
45979,0,1,4.4,4614,28,8,66,1.7,1
45980,0,1,4.5,2219,35,2,66,1.8,1
45983,0,1,4.2,3140,27,8,26,2.5,1
45984,0,1,4.5,8419,6,8,66,2.0,1
45985,0,1,4.4,895,27,8,66,3.0,1
45986,0,1,4.4,2143,27,8,66,2.2,1
45987,1,1,4.4,2245,27,8,66,3.0,1
45988,0,1,4.6,2372,28,8,66,2.8,1
45989,0,0,4.2,1364,35,2,13,700.0,1
45990,0,0,4.5,1610,6,3,59,1.5,1
45991,0,0,4.6,2295,8,1,66,1.1,1
45992,1,1,3.9,1943,28,2,66,2.1,1
45993,0,1,4.5,403,6,8,66,1.5,1
45994,0,0,4.4,2435,27,8,66,1.5,1
45995,1,1,4.1,2180,6,8,66,2.0,1
45997,0,1,4.5,5290,39,3,66,2.5,1
45998,1,1,4.5,1258,39,3,66,1.7,1
45999,1,0,4.3,7584,8,8,66,1.5,1
46000,0,1,4.4,2055,27,3,66,1.2,1
46001,1,1,4.5,1142,8,3,66,1.2,1
46002,1,1,4.4,3727,27,8,66,1.3,1
46003,0,1,4.6,1095,35,2,66,1.5,1
46004,0,0,4.2,650,39,8,66,1.3,1
46005,0,1,4.1,1343,27,3,66,2.1,1
46006,1,1,4.2,2747,28,1,66,1.2,1
46007,0,1,4.1,2051,42,2,52,1.6,1
46008,1,1,4.2,525,37,2,66,800.0,1
46009,1,1,4.3,3498,27,8,66,1.7,1
46010,1,0,4.6,2521,27,2,66,1.6,1
46011,0,1,4.1,193,8,2,66,1.0,1
46012,0,1,4.3,772,27,8,66,3.0,1
46013,0,1,4.2,1472,28,8,66,1.5,1
46014,1,1,4.3,2053,28,2,66,1.5,1
46015,0,0,3.8,2332,39,2,66,700.0,1
46016,0,0,4.3,1051,27,8,66,1.5,1
46017,0,1,4.3,611,42,3,66,2.5,1
46018,1,1,4.2,2938,8,2,66,1.0,1
46019,1,1,3.9,1377,28,8,43,2.1,1
46020,1,1,4.4,502,39,8,66,1.9,1
46021,0,1,4.4,1211,6,2,66,1.1,1
46022,0,1,4.3,2741,6,8,66,1.3,1
46023,1,1,4.5,1431,8,3,21,1.7,1
46024,0,1,4.6,1439,27,8,66,2.2,1
46026,1,1,4.4,1854,27,2,66,1.5,1
46027,0,0,4.5,3599,39,1,66,900.0,1
46028,1,1,4.4,726,28,8,66,1.7,1
46029,0,0,4.3,1749,8,8,66,1.3,1
46030,0,1,4.1,1750,8,1,66,1.0,1
46031,0,1,4.4,152,27,3,66,1.0,1
46034,0,1,4.3,537,37,2,66,1.4,1
46036,0,1,4.4,314,28,2,66,1.5,1
46037,0,1,4.4,578,27,8,66,4.0,1
46038,1,0,4.4,2162,6,2,66,750.0,1
46039,0,1,4.2,263,6,8,66,1.5,1
46041,0,1,3.9,54,28,2,66,1.5,1
46042,0,1,4.2,341,27,3,52,1.0,1
46043,0,0,4.3,2282,8,8,66,1.1,1
46045,0,1,4.3,301,39,8,66,1.2,1
46047,0,0,4.3,469,27,8,66,1.5,1
46048,0,1,4.2,2080,27,2,66,1.5,1
46049,0,1,4.4,198,28,8,66,2.0,1
46050,0,1,4.2,226,28,8,66,1.0,1
46051,1,1,4.2,2290,39,3,66,1.4,1
46052,0,0,4.3,699,27,2,66,1.5,1
46053,0,0,4.2,1354,8,8,66,1.1,1
46054,1,1,4.3,512,27,3,22,1.3,1
46055,1,0,4.2,3581,8,1,66,650.0,1
46056,1,1,4.3,972,8,1,66,750.0,1
46058,1,1,4.5,875,28,2,66,1.8,1
46059,1,1,4.0,940,8,3,66,1.0,1
46060,1,0,4.0,57,6,2,66,1.5,1
46061,1,1,4.4,725,35,2,66,1.0,1
46062,0,1,4.4,136,35,2,21,1.2,1
46064,1,1,4.2,861,8,2,66,1.4,1
46065,0,1,4.3,365,35,8,52,3.5,1
46066,1,1,4.2,82,6,2,66,700.0,1
46067,1,1,4.2,415,6,8,66,1.6,1
46068,1,0,4.1,1136,6,2,66,1.5,1
46069,0,1,3.9,685,8,3,66,1.2,1
46070,0,0,4.1,4448,6,8,66,1.2,1
46071,0,1,4.2,551,28,8,66,1.5,1
46072,0,1,4.3,331,35,2,66,1.2,1
46074,1,0,4.1,119,35,1,66,700.0,1
46075,0,1,4.0,184,8,2,43,1.3,1
46078,1,1,4.1,463,8,2,43,600.0,1
46079,0,1,4.1,560,6,8,35,1.1,1
46082,0,0,4.3,797,8,8,66,900.0,1
46083,1,0,4.1,1222,6,8,66,2.0,1
46086,1,1,4.3,1055,27,2,66,1.6,1
46087,1,0,4.3,335,8,2,52,800.0,1
46089,0,1,4.3,457,28,8,22,3.0,1
46091,0,0,4.1,1546,27,8,66,1.2,1
46093,1,0,4.1,488,8,1,66,700.0,1
46094,0,0,4.3,544,8,2,66,800.0,1
46096,0,1,4.1,612,28,8,26,2.8,1
46100,0,0,4.0,30,6,1,16,450.0,1
46103,0,1,3.9,305,37,1,66,750.0,1
46109,1,0,4.2,1773,39,2,66,750.0,1
46111,1,0,3.8,390,6,2,58,750.0,1
46112,0,0,2.0,398,6,8,35,1.5,0
46114,0,1,4.0,752,8,8,66,1.1,1
46115,1,0,4.2,121,28,8,17,500.0,1
46123,1,0,4.3,131,6,2,66,700.0,1
46125,0,0,4.2,703,39,6,59,300.0,1
46126,1,0,3.8,159,42,2,66,1.3,1
46127,0,0,3.1,23,37,2,61,450.0,0
46129,1,0,3.7,84,37,2,45,500.0,0
46133,0,1,3.8,98,27,8,66,1.0,1
46135,1,1,3.3,60,39,6,66,400.0,0
46137,0,0,4.0,105,27,8,66,1.2,1
46141,0,0,4.0,33,35,1,16,800.0,1
46142,1,0,3.2,34,37,2,66,550.0,0
46145,0,1,4.0,197,28,8,66,3.0,1
46156,0,0,3.6,44,6,8,43,300.0,0
46158,1,0,2.6,313,37,2,66,700.0,0
46166,1,0,3.8,266,35,2,24,850.0,1
46168,0,1,4.0,1025,6,2,66,700.0,1
46172,0,0,2.9,12,8,1,20,700.0,0
46175,1,1,3.9,94,6,3,66,1.3,1
46178,0,1,4.2,264,28,3,66,1.5,1
46193,0,1,3.8,53,42,2,66,1.1,1
46207,0,1,3.6,279,39,3,66,800.0,0
46228,0,0,2.3,118,35,2,66,650.0,0
46233,1,0,3.9,218,6,2,66,800.0,1
46235,1,0,3.8,263,28,1,16,700.0,1
46245,1,0,4.4,1115,27,8,66,600.0,1
46247,1,0,4.0,872,27,6,66,400.0,1
46248,0,0,4.4,181,35,6,66,250.0,1
46249,1,0,4.4,232,28,6,66,700.0,1
46250,0,0,4.2,366,35,6,44,400.0,1
46251,0,0,3.9,85,8,6,21,500.0,1
46253,1,0,4.1,48,8,5,30,300.0,1
46255,0,0,4.0,1469,28,8,66,450.0,1
46256,1,0,3.9,37,6,6,66,600.0,1
46257,1,1,4.1,121,8,6,66,300.0,1
46259,0,0,4.0,109,35,6,66,300.0,1
46263,1,0,3.6,20,28,6,59,200.0,0
46265,1,0,3.8,201,6,6,15,450.0,1
46268,0,0,3.6,55,35,8,5,300.0,0
46269,1,0,4.0,790,35,6,66,400.0,1
46276,0,0,3.2,58,27,6,66,350.0,0
46277,0,0,4.1,343,6,6,66,300.0,1
46279,1,0,3.9,119,28,6,15,500.0,1
46282,1,0,3.6,125,6,8,66,400.0,0
46291,0,0,2.8,64,6,6,66,500.0,0
46294,1,0,3.4,64,8,6,11,400.0,0
46295,1,0,3.5,59,37,6,31,300.0,0
46308,1,0,3.4,25,42,6,34,400.0,0
46309,1,0,3.0,8,6,6,31,500.0,0
46375,1,0,3.6,91,6,8,66,600.0,0
46376,1,0,3.1,29,6,8,66,250.0,0
46377,1,1,4.6,4841,10,8,66,1.3,1
46378,0,1,4.3,166,40,8,66,2.8,1
46379,0,1,4.2,145,40,8,66,2.5,1
46380,0,1,4.4,1086,40,2,66,1.6,1
46381,1,1,4.1,637,10,2,66,1.1,1
46382,1,1,4.5,1648,10,2,66,1.3,1
46383,0,0,4.1,493,42,2,62,600.0,1
46385,1,0,4.0,1106,40,2,66,1.3,1
46387,1,0,4.3,658,10,8,19,750.0,1
46388,0,0,4.0,38,42,8,66,1.1,1
46390,0,1,4.2,83,40,8,66,3.0,1
46391,0,0,4.3,167,40,1,66,750.0,1
46392,0,1,4.1,329,10,8,66,1.3,1
46394,0,0,3.9,173,38,2,45,500.0,1
46395,0,1,3.9,50,40,2,66,2.0,1
46396,1,0,4.2,402,10,2,66,600.0,1
46397,1,1,4.1,774,40,3,66,1.2,1
46398,1,1,4.2,864,10,8,66,1.0,1
46400,1,0,4.2,745,10,1,66,750.0,1
46402,1,1,4.0,189,38,3,66,1.3,1
46403,1,0,4.0,180,40,2,66,750.0,1
46404,1,0,4.2,182,9,2,66,800.0,1
46406,1,1,4.0,380,10,2,66,850.0,1
46409,1,0,3.4,207,10,2,66,600.0,0
46410,0,0,4.1,405,10,2,66,750.0,1
46411,1,0,3.7,111,38,2,66,700.0,0
46413,0,0,3.8,36,42,2,63,500.0,1
46415,0,0,3.8,33,10,6,60,400.0,1
46417,1,0,3.9,116,40,6,43,150.0,1
46418,0,0,3.7,45,42,2,66,900.0,0
46419,0,0,3.7,22,38,6,66,350.0,0
46422,0,1,4.1,77,42,8,52,2.8,1
46423,0,1,4.0,141,42,8,66,1.0,1
46424,1,0,3.7,33,40,6,45,300.0,0
46426,1,0,3.8,50,42,6,43,350.0,1
46430,0,0,4.3,205,42,6,59,150.0,1
46432,1,0,3.8,33,40,6,66,200.0,1
46433,0,0,4.5,207,42,6,59,200.0,1
46437,0,0,3.4,7,42,2,66,600.0,0
46442,1,0,4.1,80,9,8,66,350.0,1
46443,1,0,3.7,35,42,8,66,300.0,0
46446,1,0,3.3,89,40,6,49,350.0,0
46448,1,0,3.7,51,9,6,9,250.0,0
46449,1,0,3.5,11,42,6,31,200.0,0
46462,1,0,3.9,157,42,2,45,450.0,1
46471,0,0,3.6,38,38,6,66,250.0,0
46487,0,0,3.1,11,9,2,43,450.0,0
46506,0,0,3.8,52,42,6,59,150.0,1
46511,1,0,3.1,5,9,6,66,300.0,0
46518,0,0,3.2,4,42,6,9,200.0,0
46549,0,0,3.3,5,42,6,9,300.0,0
46559,0,0,3.6,15,9,6,59,200.0,0
46562,1,0,3.4,8,42,6,9,300.0,0
46568,0,1,4.3,502,34,8,66,2.0,1
46569,0,1,4.4,4616,28,8,66,1.7,1
46570,0,1,4.4,409,6,8,66,1.5,1
46571,0,0,4.6,4048,34,8,66,1.5,1
46572,0,1,4.3,2240,34,8,66,1.7,1
46573,0,1,4.4,232,34,8,66,1.2,1
46575,0,1,4.1,104,34,8,66,1.0,1
46576,0,0,4.0,521,34,8,48,1.0,1
46580,0,0,3.6,14,34,8,66,800.0,0
46582,0,1,4.2,3140,27,8,26,2.5,1
46583,0,1,4.4,895,27,8,66,3.0,1
46584,1,1,4.4,2247,27,8,66,3.0,1
46585,0,0,4.5,1611,6,3,59,1.5,1
46587,1,1,4.1,2181,6,8,66,2.0,1
46588,0,0,4.4,2435,27,8,66,1.5,1
46589,0,1,4.5,5294,39,3,66,2.5,1
46590,1,1,4.5,1260,39,3,66,1.7,1
46591,0,1,4.4,2055,27,3,66,1.2,1
46592,1,1,4.4,3730,27,8,66,1.3,1
46593,0,0,4.2,651,39,8,66,1.3,1
46594,1,1,4.3,3498,27,8,66,1.7,1
46595,0,1,4.2,1476,28,8,66,1.5,1
46596,0,0,4.3,1052,27,8,66,1.5,1
46597,0,1,4.3,612,42,3,66,2.5,1
46598,1,1,4.4,504,39,8,66,1.9,1
46599,0,1,4.3,2749,6,8,66,1.3,1
46600,0,0,4.3,1749,8,8,66,1.3,1
46601,0,1,4.4,152,27,3,66,1.0,1
46602,0,1,4.2,265,6,8,66,1.5,1
46603,0,0,4.3,2286,8,8,66,1.1,1
46604,0,1,4.3,301,39,8,66,1.2,1
46605,0,1,4.2,228,28,8,66,1.0,1
46606,1,1,4.2,2292,39,3,66,1.4,1
46607,0,0,4.2,1359,8,8,66,1.1,1
46608,1,1,4.0,941,8,3,66,1.0,1
46609,1,1,4.2,416,6,8,66,1.6,1
46610,0,1,3.9,685,8,3,66,1.2,1
46611,0,0,4.2,2034,37,8,66,1.2,1
46612,0,1,4.2,551,28,8,66,1.5,1
46613,0,1,4.1,559,6,8,35,1.1,1
46616,1,0,4.1,1221,6,8,66,2.0,1
46618,0,0,4.1,1546,27,8,66,1.2,1
46619,0,1,4.1,612,28,8,26,2.8,1
46620,0,0,3.8,625,28,8,66,3.0,1
46621,0,0,2.0,402,6,8,35,1.5,0
46622,0,1,4.0,752,8,8,66,1.1,1
46624,0,0,2.6,409,28,8,45,1.0,0
46630,0,1,4.2,264,28,3,66,1.5,1
46636,1,1,4.7,4845,10,8,66,1.3,1
46637,0,1,4.1,329,10,8,66,1.3,1
46638,0,1,4.0,140,42,8,66,1.0,1
46644,0,0,3.6,12,42,1,66,800.0,0
46645,1,1,4.4,1476,36,8,66,1.5,1
46646,0,1,4.1,282,5,2,66,2.0,1
46647,1,1,4.3,4139,36,3,66,1.4,1
46648,0,1,4.7,1018,36,2,66,1.6,1
46649,1,1,4.2,1060,36,2,66,1.3,1
46650,0,1,4.5,200,36,8,66,1.8,1
46651,0,0,3.9,1228,36,2,66,1.1,1
46652,1,1,4.3,733,36,2,38,1.5,1
46653,1,1,4.0,977,36,8,66,1.5,1
46654,1,0,4.2,774,36,2,66,500.0,1
46657,0,1,4.0,3056,5,2,66,1.0,1
46658,1,1,4.4,2232,5,8,66,1.4,1
46659,0,1,3.9,291,5,2,66,1.5,1
46660,1,0,4.0,468,5,2,43,1.2,1
46661,0,1,4.3,766,30,8,66,2.5,1
46662,1,1,3.9,406,5,8,12,1.5,1
46663,0,1,3.6,259,5,8,66,1.5,0
46664,1,1,4.1,1696,5,3,43,1.1,1
46667,0,0,2.8,12,5,8,26,1.0,0
46671,1,0,4.3,591,36,8,66,500.0,1
46672,1,0,4.3,901,36,6,66,600.0,1
46673,1,0,4.3,160,36,1,66,800.0,1
46674,1,0,3.9,66,36,8,66,600.0,1
46675,1,0,4.0,138,36,1,16,500.0,1
46677,1,0,4.0,34,36,1,66,200.0,1
46678,0,0,4.0,19,36,1,66,700.0,1
46679,1,0,3.6,44,36,1,66,600.0,0
46680,1,0,4.2,510,36,1,66,800.0,1
46681,1,0,3.1,13,36,1,20,900.0,0
46684,0,0,3.8,19,5,8,66,500.0,1
46685,1,0,4.0,109,5,1,66,400.0,1
46686,1,0,3.8,37,5,1,66,650.0,1
46688,0,0,3.9,23,41,6,66,200.0,1
46690,0,0,3.9,39,5,1,19,700.0,1
46691,0,0,3.9,26,5,1,16,400.0,1
46692,1,0,3.4,36,5,8,66,400.0,0
46693,1,0,3.0,19,5,1,66,500.0,0
46695,0,0,3.7,33,5,1,66,400.0,0
46696,0,0,3.0,6,5,1,16,500.0,0
46697,1,1,4.0,348,5,1,66,1.0,1
46698,0,0,3.5,7,5,6,66,200.0,0
46700,1,0,4.4,650,5,4,66,500.0,1
46701,1,0,3.4,425,30,6,45,400.0,0
46702,1,0,3.9,150,5,2,66,650.0,1
46703,1,0,4.2,170,5,7,66,500.0,1
46704,1,0,3.3,120,42,4,66,450.0,0
46705,1,0,3.8,244,5,6,64,200.0,1
46706,1,0,2.9,321,5,6,45,450.0,0
46707,1,0,4.3,300,36,4,66,400.0,1
46708,1,0,3.8,234,30,6,66,300.0,1
46709,1,0,3.5,142,5,6,66,350.0,0
46710,1,0,3.0,20,36,6,43,200.0,0
