,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,Target
6342,0,0,4.2,1279,8,8,66,1.1,1
6343,1,1,4.3,500,27,3,22,1.3,1
6344,1,1,4.2,980,40,3,66,1.0,1
6345,1,1,4.0,932,8,3,66,1.0,1
6346,0,1,4.1,93,34,8,66,1.0,1
6347,0,1,3.9,680,8,3,66,1.2,1
6348,0,1,4.2,538,28,8,66,1.5,1
6349,0,1,4.1,270,34,8,43,4.0,1
6350,1,1,4.1,765,40,3,66,1.2,1
6351,0,0,3.9,23,35,8,35,2.0,1
6352,0,0,3.9,378,34,8,48,1.0,1
6353,1,0,4.0,162,35,3,43,1.7,1
6354,1,1,4.3,225,28,8,66,2.0,1
6355,0,0,4.2,38,35,8,66,2.0,1
6356,0,1,4.4,424,34,8,21,3.5,1
6357,0,0,4.1,1543,27,8,66,1.2,1
6358,1,1,4.0,188,38,3,66,1.3,1
6359,0,1,4.4,183,27,3,66,1.8,1
6360,1,0,4.2,121,27,3,66,1.0,1
6361,0,1,4.1,335,28,3,66,1.8,1
6362,0,1,3.9,747,8,8,66,1.5,1
6363,0,0,3.9,191,39,8,35,600.0,1
6364,0,0,2.7,402,28,8,45,1.0,0
6365,0,0,3.9,234,42,8,66,1.0,1
6366,0,0,3.1,120,27,3,66,1.2,0
6367,0,0,3.7,293,34,8,50,1.0,0
6368,0,1,4.0,196,28,8,66,3.0,1
6369,0,1,3.8,73,37,8,66,1.2,1
6370,0,0,3.5,53,27,3,66,1.8,0
6371,0,1,3.8,108,40,8,45,1.4,1
6372,0,0,4.1,259,28,3,66,1.2,1
6373,0,1,4.2,258,28,3,66,1.5,1
6374,0,0,3.5,29,35,8,66,2.2,0
6377,0,0,3.5,14,34,8,66,800.0,0
6378,0,0,3.4,6,38,8,62,700.0,0
6381,0,1,3.6,277,39,3,66,800.0,0
6382,0,0,3.3,4,34,8,23,1.0,0
6383,0,0,3.7,15,34,3,47,2.0,0
6384,0,0,3.3,16,40,3,66,950.0,0
6386,1,1,4.7,4657,10,8,66,1.3,1
6387,0,1,3.7,43,42,8,66,2.8,0
6388,0,0,3.6,14,10,8,66,1.5,0
6389,1,1,4.3,840,7,8,66,600.0,1
6390,1,1,4.2,767,7,2,66,700.0,1
6391,1,1,3.8,818,7,3,43,750.0,1
6392,0,1,4.8,2882,41,2,66,1.6,1
6393,0,1,4.9,2745,41,2,66,1.4,1
6394,1,1,4.0,2807,41,3,66,1.1,1
6395,0,1,4.1,460,41,3,66,1.0,1
6396,0,0,4.1,450,41,2,43,1.8,1
6397,1,1,4.7,1512,41,2,22,1.7,1
6398,0,1,4.0,345,30,3,66,1.5,1
6399,0,0,3.9,69,41,3,66,1.2,1
6400,0,1,4.1,821,41,8,66,2.5,1
6401,0,0,3.8,32,41,2,66,1.6,1
6402,1,1,4.2,560,41,2,66,1.0,1
6403,0,1,4.0,288,41,2,66,1.5,1
6404,0,1,3.8,137,41,8,66,2.0,1
6405,0,1,3.5,185,41,2,66,800.0,0
6406,0,0,3.8,24,30,8,35,1.2,1
6407,0,0,3.0,5,41,6,42,500.0,0
6408,0,0,3.6,62,41,2,66,1.5,0
6409,0,0,3.9,75,41,8,35,2.0,1
6411,0,0,3.8,118,41,2,66,1.9,1
6412,0,0,3.5,40,41,2,45,800.0,0
6413,0,0,2.8,161,41,3,66,1.2,0
6414,1,0,3.6,34,30,2,66,800.0,0
6415,0,0,3.7,23,30,2,66,1.2,0
6416,0,0,3.6,32,41,2,66,1.0,0
6417,0,1,3.0,83,41,2,59,1.2,0
6418,1,0,2.6,118,30,3,45,1.2,0
6419,0,0,2.9,51,41,2,48,600.0,0
6420,0,1,3.6,54,41,2,66,1.1,0
6421,0,1,4.2,65,7,8,66,400.0,1
6422,1,1,4.3,840,7,8,66,600.0,1
6423,1,0,4.2,819,7,1,66,300.0,1
6424,1,1,4.0,130,7,1,66,600.0,1
6425,1,1,3.2,501,7,1,66,500.0,0
6426,0,0,4.0,72,7,1,16,500.0,1
6427,1,0,4.0,293,7,6,66,650.0,1
6428,1,0,3.4,6,7,1,66,200.0,0
6429,0,0,2.3,30,7,1,20,900.0,0
6430,0,0,4.1,701,7,1,66,600.0,1
6431,1,1,4.5,733,41,8,66,900.0,1
6432,1,1,4.3,330,41,8,66,1.4,1
6433,0,1,4.2,500,41,8,66,2.0,1
6434,0,0,3.7,46,30,1,16,600.0,0
6435,1,0,3.4,54,42,1,66,1.0,0
6436,1,0,4.1,142,41,1,16,700.0,1
6437,1,0,3.1,175,41,8,66,600.0,0
6438,1,0,2.8,67,30,1,66,300.0,0
6439,0,0,3.9,34,41,1,19,700.0,1
6440,1,0,3.5,22,30,1,16,500.0,0
6441,0,0,3.9,57,41,8,66,400.0,1
6442,0,0,3.1,14,30,1,66,500.0,0
6443,1,0,3.6,39,30,1,66,250.0,0
6444,0,0,3.9,90,41,1,66,700.0,1
6445,0,0,3.7,18,41,1,66,250.0,0
6446,1,0,3.6,9,30,1,66,1.0,0
6447,0,0,2.9,24,41,1,16,150.0,0
6449,0,0,3.2,4,30,1,66,500.0,0
6450,0,0,3.2,40,30,8,66,400.0,0
6451,1,0,3.5,32,41,8,66,400.0,0
6454,1,0,3.7,118,30,7,66,300.0,0
6455,1,0,4.0,50,42,7,66,300.0,1
6456,1,0,4.5,41,42,7,30,300.0,1
6457,1,0,3.7,10,42,7,66,400.0,0
6458,1,0,3.5,156,42,7,66,400.0,0
6459,1,0,3.8,599,30,4,66,700.0,1
6460,1,0,4.2,351,7,2,24,600.0,1
6461,1,0,3.4,215,42,7,66,400.0,0
6463,1,0,3.4,22,42,6,13,500.0,0
6464,1,0,3.6,15,41,4,44,500.0,0
6466,1,0,3.8,78,42,7,66,250.0,1
6467,1,0,3.8,57,41,6,66,500.0,1
6468,1,0,2.8,295,30,4,45,500.0,0
6469,1,0,3.7,22,41,6,43,300.0,0
6470,1,0,4.0,107,41,6,46,400.0,1
6471,1,0,3.6,193,42,4,12,400.0,0
6472,1,1,4.2,767,7,2,66,700.0,1
6473,1,0,3.5,13,42,7,2,400.0,0
6474,1,0,3.5,9,41,6,66,300.0,0
6475,1,0,4.4,150,30,6,66,300.0,1
6476,1,0,3.2,22,42,7,66,400.0,0
6477,1,0,3.5,69,7,2,66,850.0,0
6478,1,0,3.1,8,30,7,31,500.0,0
6479,1,0,3.7,36,30,2,66,700.0,0
6480,1,0,3.5,6,30,4,46,500.0,0
6481,1,0,3.8,58,30,6,66,500.0,1
6482,1,0,3.7,751,30,2,66,500.0,0
6484,1,0,3.1,6,30,4,12,600.0,0
6485,1,0,3.0,64,30,6,46,400.0,0
6486,1,0,3.6,97,30,1,16,650.0,0
6487,1,0,3.8,58,7,8,7,400.0,1
6488,1,0,3.8,16,42,7,4,200.0,1
6489,1,0,2.8,83,41,6,45,300.0,0
6490,1,0,3.5,13,42,7,3,200.0,0
6492,1,0,3.7,17,42,7,66,150.0,0
6493,1,0,3.5,53,41,4,66,300.0,0
6494,1,0,3.0,19,30,7,43,250.0,0
6495,1,0,2.8,64,41,7,66,600.0,0
6496,1,0,4.0,151,41,6,52,600.0,1
6497,1,0,3.6,297,41,6,66,400.0,0
6498,1,0,3.6,162,30,4,43,400.0,0
6500,1,0,2.9,102,30,2,13,600.0,0
6501,1,0,3.3,405,41,4,51,500.0,0
6502,1,0,3.9,13,42,7,59,250.0,1
6503,1,0,3.0,4,30,6,45,450.0,0
6504,1,0,3.7,241,30,6,66,400.0,0
6505,1,0,4.3,200,42,7,57,600.0,1
6506,1,1,4.4,1777,30,2,22,800.0,1
6507,1,0,4.2,218,7,8,42,400.0,1
6508,1,0,3.0,15,30,6,66,450.0,0
6509,1,0,3.4,308,30,6,45,300.0,0
6510,1,0,3.1,105,30,6,66,400.0,0
6511,1,0,2.9,15,30,7,49,600.0,0
6512,1,0,3.0,208,30,6,59,450.0,0
6513,1,0,3.5,338,30,2,66,1.0,0
6515,1,0,3.1,39,30,4,66,450.0,0
6516,1,0,3.0,11,41,4,9,400.0,0
6517,1,0,3.1,125,41,2,66,550.0,0
6518,1,1,3.5,151,30,2,45,800.0,0
6519,1,0,3.3,387,41,2,13,800.0,0
6520,1,0,3.1,18,41,4,43,300.0,0
6521,1,0,2.9,6,41,4,9,400.0,0
6522,1,0,3.4,372,41,2,46,500.0,0
6523,1,0,2.9,8,41,4,43,500.0,0
6524,1,0,3.2,30,30,2,66,650.0,0
6526,1,0,3.0,394,7,6,15,500.0,0
6527,1,0,3.8,9,30,4,44,450.0,1
6528,1,0,3.9,84,30,6,66,300.0,1
6529,1,0,3.3,86,30,6,66,300.0,0
6532,1,0,3.7,52,41,4,43,350.0,0
6534,1,0,3.7,175,41,4,50,500.0,0
6535,1,0,4.6,110,30,8,7,400.0,1
6536,1,0,3.9,81,30,6,46,400.0,1
6537,1,0,2.6,158,30,6,43,300.0,0
6538,1,0,3.9,162,41,4,39,300.0,1
6539,1,0,2.7,75,30,6,43,400.0,0
6540,1,0,2.8,67,30,6,43,500.0,0
6542,1,0,2.6,329,30,2,66,700.0,0
6543,1,0,4.0,306,30,6,65,150.0,1
6544,1,0,3.1,152,30,2,66,600.0,0
6545,1,0,3.2,31,41,6,9,300.0,0
6546,1,0,3.5,11,30,6,33,200.0,0
6548,1,0,3.6,18,41,6,66,500.0,0
6549,1,0,4.2,78,41,7,66,500.0,1
6550,1,0,3.3,225,30,6,66,250.0,0
6551,1,0,3.1,216,30,2,66,650.0,0
6552,1,0,3.3,68,30,8,66,250.0,0
6553,1,1,3.9,1117,41,2,66,750.0,1
6554,1,0,3.0,458,7,6,58,800.0,0
6555,1,0,3.0,7,41,2,43,600.0,0
6556,1,0,3.3,7,41,6,66,500.0,0
6557,1,0,4.1,502,30,5,29,500.0,1
6558,1,0,3.1,6,30,7,66,500.0,0
6559,1,0,4.0,167,30,5,66,350.0,1
6560,1,0,4.0,171,41,0,4,500.0,1
6561,1,0,3.8,23,42,4,4,500.0,1
6562,0,0,4.1,1123,7,6,66,500.0,1
6563,0,1,4.2,65,7,8,66,400.0,1
6564,0,0,3.1,10,41,7,57,500.0,0
6565,1,0,2.4,125,41,2,66,500.0,0
6566,1,0,3.1,16,30,6,43,400.0,0
6567,1,0,3.3,184,30,6,66,350.0,0
6568,1,0,4.2,402,41,4,43,400.0,1
6569,1,1,4.3,330,41,8,66,1.4,1
6570,1,0,3.7,487,30,2,66,700.0,0
6571,1,0,3.5,108,30,6,66,300.0,0
6572,1,0,4.1,48,30,4,66,600.0,1
6573,1,0,3.2,835,41,4,66,450.0,0
6574,1,0,4.2,3336,30,2,66,600.0,1
6575,1,0,3.9,114,42,6,66,600.0,1
6576,1,0,4.1,319,30,4,45,300.0,1
6577,1,0,4.5,224,30,6,66,300.0,1
6578,1,0,3.1,92,30,6,66,300.0,0
6579,1,0,3.7,45,7,8,8,300.0,0
6580,0,0,3.4,230,7,2,66,550.0,0
6581,1,0,3.7,486,42,6,57,750.0,0
6582,1,0,4.0,58,41,5,30,300.0,1
6583,1,0,3.8,107,7,2,66,800.0,1
6584,1,0,3.2,789,7,6,66,400.0,0
6585,1,0,4.0,239,30,6,66,200.0,1
6586,1,0,3.9,191,41,6,45,300.0,1
6587,1,0,4.0,176,42,4,66,500.0,1
6588,1,0,3.9,666,30,2,66,450.0,1
6589,1,0,3.5,18,7,6,66,400.0,0
6590,1,0,3.1,158,7,6,46,450.0,0
6591,1,0,4.0,901,41,4,43,400.0,1
6592,1,0,3.7,32,42,7,64,200.0,0
6593,1,0,3.3,44,30,6,23,300.0,0
6594,0,1,3.1,19,7,6,66,400.0,0
6595,1,0,4.2,334,30,8,66,200.0,1
6596,1,0,3.1,71,41,6,43,400.0,0
6597,1,1,3.9,1644,41,2,66,800.0,1
6598,1,0,3.8,32,42,7,24,200.0,1
6600,0,0,3.7,27,7,6,66,150.0,0
6601,1,0,4.5,949,30,5,37,400.0,1
6602,1,0,3.7,21,41,8,66,200.0,0
6603,0,0,3.2,8,7,6,45,250.0,0
6604,1,0,4.1,284,30,5,30,300.0,1
6605,0,0,2.6,140,7,2,63,400.0,0
6606,0,0,2.9,595,7,2,66,650.0,0
6607,0,0,3.6,97,7,6,45,450.0,0
6608,1,0,4.3,501,41,5,37,400.0,1
6609,0,0,3.7,28,7,2,45,600.0,0
6610,1,0,3.8,178,41,6,66,400.0,1
6611,0,0,3.4,13,7,6,63,300.0,0
6613,0,0,3.2,19,7,0,66,300.0,0
6614,0,0,3.3,5,7,6,59,200.0,0
6615,0,0,3.7,32,7,6,39,200.0,0
6617,1,0,4.1,74,30,4,57,750.0,1
6618,1,0,3.8,63,30,1,66,650.0,1
6619,1,0,3.8,26,30,6,66,150.0,1
6620,1,0,4.0,546,7,2,66,800.0,1
6621,1,0,3.7,111,41,4,66,200.0,0
6622,1,0,3.4,242,42,6,43,300.0,0
6623,0,0,3.2,22,7,2,62,400.0,0
6624,0,0,3.3,21,7,5,37,400.0,0
6625,1,0,3.9,24,30,8,66,300.0,1
6626,0,0,3.0,18,7,8,24,600.0,0
6627,0,0,3.4,19,7,6,66,200.0,0
6628,0,0,2.4,229,7,2,43,450.0,0
6629,1,1,4.6,2750,30,8,66,600.0,1
6630,0,0,3.0,8,7,6,9,300.0,0
6631,0,0,3.2,4,7,8,65,500.0,0
6632,0,0,3.2,4,7,6,66,400.0,0
6637,0,0,3.3,4,7,8,6,300.0,0
6644,1,0,2.8,511,41,6,45,350.0,0
6645,1,0,2.8,246,42,8,15,400.0,0
6646,1,1,3.6,109,41,6,43,300.0,0
6647,1,0,4.0,180,7,8,66,550.0,1
6648,1,0,3.5,4,41,7,32,400.0,0
6649,1,1,4.7,5746,30,8,66,1.4,1
6650,1,0,3.6,118,42,7,66,300.0,0
6651,1,0,4.0,69,7,6,59,200.0,1
6652,1,0,3.4,31,41,8,66,300.0,0
6653,1,0,2.9,44,41,8,66,400.0,0
6654,1,0,4.1,141,30,6,43,300.0,1
6655,1,1,4.5,2949,30,8,66,1.3,1
6656,1,0,3.8,36,42,7,66,300.0,1
6657,1,0,4.1,219,42,8,66,250.0,1
6658,1,0,3.0,530,41,2,66,500.0,0
6659,1,0,3.4,23,42,7,25,400.0,0
6660,0,0,2.9,115,7,2,45,800.0,0
6661,0,0,4.1,701,7,1,66,600.0,1
6662,1,0,3.3,244,7,6,66,400.0,0
6663,1,0,3.7,80,30,2,66,600.0,0
6664,0,0,2.8,55,7,2,45,600.0,0
6665,1,1,4.0,956,41,2,66,750.0,1
6666,1,0,3.9,756,30,2,44,1.0,1
6667,1,0,3.5,25,30,0,3,400.0,0
6669,1,1,3.9,328,7,2,66,600.0,1
6670,1,1,4.6,586,41,2,66,1.0,1
6671,1,0,3.9,631,30,6,56,300.0,1
6672,1,0,3.7,141,30,8,7,300.0,0
6673,1,0,2.9,142,42,7,43,400.0,0
6674,1,0,3.6,535,30,6,66,400.0,0
6675,1,1,4.0,364,41,2,66,700.0,1
6676,1,0,3.2,9,41,6,66,300.0,0
6677,1,0,4.0,108,41,2,66,700.0,1
6678,1,0,3.5,15,30,6,60,450.0,0
6679,1,0,4.1,926,41,2,66,700.0,1
6680,1,0,4.0,458,30,6,56,400.0,1
6681,1,0,3.9,167,41,4,9,650.0,1
6682,1,0,3.3,5,41,8,41,300.0,0
6683,1,1,4.1,1739,41,2,66,1.4,1
6684,1,1,4.5,733,41,8,66,900.0,1
6685,1,0,3.9,175,41,6,43,350.0,1
6686,1,0,4.0,738,41,2,66,750.0,1
6687,1,0,3.8,56,41,2,66,900.0,1
6688,1,0,3.6,41,30,6,66,500.0,0
6689,1,0,3.6,202,41,6,23,400.0,0
6691,1,1,4.0,1623,41,8,66,900.0,1
6692,1,0,3.5,10,41,4,66,450.0,0
6694,1,0,3.9,118,41,4,66,600.0,1
6695,1,0,3.3,4,41,4,66,200.0,0
6696,1,0,4.1,119,42,0,4,500.0,1
6697,1,0,3.9,279,30,2,11,750.0,1
6698,1,0,3.7,54,41,6,66,300.0,0
6700,1,0,3.8,131,41,2,1,700.0,1
6701,1,0,3.6,124,30,6,66,600.0,0
6702,1,0,3.9,195,7,6,66,300.0,1
6703,1,0,3.6,19,30,6,66,200.0,0
6704,1,0,3.6,39,30,1,66,250.0,0
6705,1,1,3.5,261,7,8,66,1.5,0
6706,1,0,4.0,652,30,6,66,450.0,1
6707,1,0,3.0,9,7,6,66,400.0,0
6708,1,0,3.8,424,41,2,66,800.0,1
6709,1,0,4.3,559,41,1,66,550.0,1
6710,1,0,3.5,94,41,8,66,500.0,0
6711,1,0,3.3,34,41,4,43,500.0,0
6712,1,0,3.5,8,41,8,6,300.0,0
6713,1,0,3.7,11,30,8,66,200.0,0
6714,1,0,3.4,226,41,6,43,400.0,0
6715,1,0,3.5,374,41,2,13,550.0,0
6716,1,0,3.7,353,41,2,44,700.0,0
6717,1,0,3.6,56,30,7,21,300.0,0
6718,1,0,2.9,132,30,4,13,600.0,0
6719,1,0,4.1,295,30,2,43,1.0,1
6720,1,0,3.8,99,41,6,66,450.0,1
6721,1,0,3.8,90,41,8,66,250.0,1
6722,1,0,4.4,1034,41,4,66,500.0,1
6723,1,0,4.7,231,41,2,66,2.0,1
6725,1,0,4.0,136,30,2,66,1.0,1
6726,1,0,3.3,4,41,6,66,400.0,0
6727,1,0,3.6,22,30,8,42,300.0,0
6728,1,1,4.4,1151,30,8,66,1.2,1
6729,1,0,3.8,197,7,6,2,300.0,1
6730,1,0,3.6,20,42,6,59,200.0,0
6731,1,0,3.7,81,7,0,4,400.0,0
6732,1,0,3.7,61,41,4,66,600.0,0
6733,1,0,3.2,6,7,0,3,250.0,0
6735,1,0,3.0,9,42,7,66,300.0,0
6736,1,0,3.3,5,30,8,66,300.0,0
6737,1,1,4.0,130,7,1,66,600.0,1
6738,1,0,4.3,170,41,8,66,400.0,1
6740,1,0,3.8,281,41,2,52,700.0,1
6741,1,1,3.8,741,41,2,43,900.0,1
6742,1,1,4.3,176,30,2,66,1.0,1
6743,1,0,3.8,303,41,6,34,350.0,1
6744,1,1,4.0,510,7,2,66,800.0,1
6745,1,0,4.1,74,41,8,66,300.0,1
6746,1,0,4.9,518,41,2,43,2.0,1
6747,1,0,4.3,627,41,8,9,450.0,1
6748,1,0,3.3,90,7,6,43,300.0,0
6749,1,0,3.7,34,41,6,65,300.0,0
6750,0,0,3.7,34,41,3,50,800.0,0
6751,1,0,3.8,294,30,6,66,350.0,1
6752,1,0,3.7,188,7,6,65,200.0,0
6753,1,0,3.9,79,30,6,43,250.0,1
6754,1,0,3.6,63,42,8,66,400.0,0
6755,1,0,2.7,135,30,2,66,550.0,0
6756,1,0,4.2,764,41,2,66,1.1,1
6757,1,0,4.1,191,41,8,66,250.0,1
6758,1,0,3.9,100,41,8,43,400.0,1
6759,1,1,3.9,539,41,8,66,1.5,1
6760,1,0,3.9,1618,41,2,66,800.0,1
6761,1,0,3.0,177,41,6,66,400.0,0
6762,1,1,4.2,794,41,8,66,600.0,1
6763,1,1,4.2,263,41,2,66,1.5,1
6764,1,0,4.3,544,41,8,66,500.0,1
6765,1,0,3.0,16,42,7,57,150.0,0
6766,1,1,4.1,471,41,2,66,800.0,1
6767,1,0,3.5,16,41,5,3,400.0,0
6768,1,1,4.3,1017,41,2,66,1.5,1
6769,1,0,3.4,66,41,6,66,450.0,0
6770,1,0,4.2,253,7,6,59,200.0,1
6771,1,0,3.7,81,7,6,31,400.0,0
6772,1,0,2.9,14,30,8,66,100.0,0
6773,1,0,3.9,26,7,6,66,300.0,1
6774,1,0,4.0,63,7,8,42,300.0,1
6775,1,0,3.6,37,7,6,59,300.0,0
6776,1,0,2.8,67,30,1,66,300.0,0
6777,1,0,3.9,52,7,8,8,600.0,1
6779,1,0,3.0,17,30,6,46,350.0,0
6780,1,0,2.4,56,30,2,45,600.0,0
6781,1,0,4.0,497,30,2,24,600.0,1
6782,1,0,3.7,61,30,6,66,200.0,0
6783,1,0,2.7,12,30,2,66,650.0,0
6784,1,0,3.3,4,41,6,66,200.0,0
6786,1,0,3.9,48,7,5,27,250.0,1
6787,1,1,4.4,1216,30,3,43,1.1,1
6788,1,0,4.0,388,30,2,66,500.0,1
6789,1,0,2.8,17,7,8,66,400.0,0
6790,1,0,3.6,13,30,5,27,300.0,0
6791,1,0,3.5,9,30,2,66,800.0,0
6792,1,0,3.7,204,30,8,44,600.0,0
6793,1,0,3.7,88,41,6,45,300.0,0
6794,1,0,3.9,39,7,6,66,250.0,1
6795,0,0,4.2,2992,41,2,43,800.0,1
6796,0,1,2.7,442,30,2,43,900.0,0
6797,0,1,4.0,288,41,2,66,1.5,1
6798,0,1,3.5,185,41,2,66,800.0,0
6799,0,0,3.6,115,41,2,45,600.0,0
6800,0,0,3.8,35,30,3,66,1.1,1
6801,0,0,3.3,6,41,2,0,800.0,0
6802,0,0,3.7,28,41,8,41,250.0,0
6803,0,0,4.0,90,41,5,37,200.0,1
6804,0,0,3.4,9,30,6,59,300.0,0
6806,0,0,4.1,122,30,6,43,200.0,1
6807,0,0,3.4,46,41,6,53,350.0,0
6808,0,0,3.3,6,41,7,43,300.0,0
6809,0,0,3.9,50,41,2,66,500.0,1
6810,0,0,3.9,123,41,8,66,400.0,1
6811,0,0,4.0,50,30,5,28,300.0,1
6813,0,0,3.7,41,30,6,66,500.0,0
6814,0,0,3.2,167,41,2,43,450.0,0
6816,0,0,3.6,32,41,2,66,1.0,0
6817,0,0,2.9,21,41,6,5,600.0,0
6818,0,0,2.8,34,30,8,5,500.0,0
6819,0,0,3.4,7,42,8,66,200.0,0
6820,0,0,3.6,19,30,2,66,700.0,0
6821,0,1,3.0,83,41,2,59,1.2,0
6822,0,0,3.8,688,30,2,24,1.0,1
6823,0,0,3.7,198,41,2,46,700.0,0
6824,0,0,3.6,13,30,6,66,500.0,0
6825,0,0,3.5,25,30,6,66,300.0,0
6826,0,0,3.9,90,41,1,66,700.0,1
6828,0,0,2.8,70,42,2,66,650.0,0
6830,0,0,2.1,342,30,6,12,500.0,0
6831,0,0,3.3,47,30,6,43,300.0,0
6832,0,0,3.6,26,30,6,66,450.0,0
6833,0,0,3.5,9,41,2,66,1.0,0
6834,0,0,3.0,5,41,2,45,500.0,0
6835,0,0,3.4,5,41,6,66,300.0,0
6839,0,0,3.2,4,41,2,59,400.0,0
6840,0,0,3.7,51,41,2,26,600.0,0
6842,0,0,3.4,23,41,6,66,350.0,0
6843,0,0,3.6,14,41,4,43,300.0,0
6844,0,0,3.2,4,30,6,66,400.0,0
6846,0,0,3.6,9,42,7,66,400.0,0
6848,0,0,3.2,4,41,7,66,600.0,0
6849,0,0,3.1,6,41,6,44,500.0,0
6852,0,0,3.2,8,30,8,66,300.0,0
6853,0,0,3.4,8,41,7,50,300.0,0
6854,0,0,3.7,24,41,6,66,300.0,0
6855,0,0,3.4,6,41,2,43,600.0,0
6856,0,0,3.4,9,41,6,21,400.0,0
6857,0,0,3.4,32,41,4,66,400.0,0
6858,0,0,2.6,84,41,8,43,400.0,0
6875,0,0,3.2,4,30,1,66,500.0,0
6878,0,0,3.2,40,30,8,66,400.0,0
6880,0,0,3.0,10,30,4,44,500.0,0
6883,0,0,3.4,10,30,7,66,600.0,0
6886,0,0,3.4,6,30,7,27,400.0,0
6889,0,0,3.2,10,30,6,48,400.0,0
6892,0,0,3.5,10,41,4,27,750.0,0
6904,0,0,3.4,8,41,8,42,200.0,0
6905,0,0,3.5,11,30,4,11,400.0,0
6908,0,0,3.0,10,30,4,12,700.0,0
6909,0,0,3.4,8,41,4,66,400.0,0
6911,0,0,3.4,6,30,2,66,400.0,0
6912,0,0,3.2,4,41,5,37,200.0,0
6914,0,0,3.4,5,41,6,33,500.0,0
6915,0,0,3.2,7,30,6,45,250.0,0
6934,0,0,3.4,37,30,2,45,400.0,0
6936,0,0,3.8,78,30,6,45,350.0,1
6937,0,1,3.6,54,41,2,66,1.1,0
6938,0,0,3.5,44,30,6,66,400.0,0
6939,0,0,3.0,10,41,6,15,500.0,0
6942,1,0,3.9,84,41,6,63,250.0,1
6943,1,1,3.8,384,30,2,66,800.0,1
6944,1,0,2.8,1870,7,2,66,750.0,0
6945,1,0,3.7,114,30,6,46,400.0,0
6946,1,0,2.8,43,30,8,3,450.0,0
6947,1,0,3.1,20,41,6,66,350.0,0
6948,1,0,3.6,16,41,5,27,300.0,0
6949,1,0,3.6,26,30,6,66,200.0,0
6950,1,0,3.8,373,30,6,66,300.0,1
6951,1,0,3.8,42,7,6,8,150.0,1
6952,1,0,3.4,8,30,6,34,200.0,0
6953,1,0,2.9,16,41,2,45,700.0,0
6954,1,0,3.4,20,41,0,4,300.0,0
6955,1,0,3.1,9,30,5,3,400.0,0
6956,1,0,3.9,51,7,5,37,250.0,1
6957,1,0,3.9,385,41,6,66,300.0,1
6958,1,0,3.7,34,41,6,66,300.0,0
6959,1,0,3.0,148,7,2,66,600.0,0
6960,1,0,3.6,195,30,2,66,650.0,0
6961,1,0,3.4,23,7,7,58,200.0,0
6962,1,1,3.8,572,30,2,66,600.0,1
6963,1,0,3.9,55,30,2,25,800.0,1
6965,1,0,3.4,6,7,1,66,200.0,0
6966,1,0,3.5,11,30,8,66,200.0,0
6967,1,0,4.0,463,7,2,43,700.0,1
6968,1,0,3.1,9,7,5,37,250.0,0
6969,1,0,3.4,11,30,6,65,250.0,0
6970,1,0,3.6,106,7,6,63,250.0,0
6971,1,0,3.3,6,41,8,42,500.0,0
6972,1,0,3.8,39,30,6,66,300.0,1
6973,1,0,3.4,8,41,6,66,300.0,0
6974,1,0,3.0,451,30,2,66,500.0,0
6975,1,0,3.8,33,7,6,43,300.0,1
6976,1,0,3.4,54,42,1,66,1.0,0
6977,1,0,3.6,92,7,6,63,350.0,0
6978,1,0,3.6,89,30,6,66,700.0,0
6980,1,0,3.3,57,42,6,59,300.0,0
6981,1,0,4.1,673,30,6,66,200.0,1
6982,1,0,3.6,83,30,2,0,600.0,0
6983,1,0,3.8,147,41,6,51,400.0,1
6984,1,0,3.7,100,41,6,48,300.0,0
6985,1,0,3.7,205,30,6,43,350.0,0
6986,1,0,3.7,106,7,8,66,500.0,0
6987,1,0,3.8,97,7,2,60,800.0,1
6988,1,0,3.9,40,41,2,66,2.0,1
6989,1,0,3.8,207,41,6,66,350.0,1
6990,1,0,3.7,28,41,5,66,450.0,0
6991,1,0,3.1,111,41,6,66,600.0,0
6992,0,0,3.2,19,7,4,43,400.0,0
6993,1,0,2.7,24,41,8,52,700.0,0
6994,1,0,2.8,36,41,2,66,700.0,0
6995,1,1,4.0,152,30,2,66,800.0,1
6996,1,0,3.2,10,41,0,4,450.0,0
6997,1,0,3.6,49,7,6,33,300.0,0
6998,1,0,3.1,61,30,4,21,550.0,0
6999,1,0,3.8,49,41,5,36,400.0,1
7000,1,0,3.5,57,30,6,45,400.0,0
7001,1,0,3.8,241,41,2,66,550.0,1
7002,1,0,3.3,18,41,8,11,400.0,0
7003,1,0,2.8,31,41,2,63,400.0,0
7004,1,0,3.4,372,7,2,66,750.0,0
7005,1,0,3.7,23,30,6,38,500.0,0
7006,1,0,2.7,35,7,6,43,150.0,0
7007,1,0,3.5,26,41,6,66,300.0,0
7008,1,0,3.1,29,30,7,45,450.0,0
7009,1,0,3.7,61,30,2,66,700.0,0
7010,1,0,4.2,819,7,1,66,300.0,1
7012,1,0,3.9,147,41,6,66,600.0,1
7013,1,0,3.3,4,7,5,30,350.0,0
7014,1,0,3.6,23,41,6,43,450.0,0
7015,1,0,2.8,20,41,6,66,400.0,0
7016,1,0,3.1,46,30,8,66,250.0,0
7018,1,0,3.5,51,41,4,59,600.0,0
7019,0,0,3.7,18,41,1,66,250.0,0
7020,1,0,3.1,19,30,2,66,600.0,0
7021,1,0,3.7,25,41,6,45,500.0,0
